,0
3264,要怎麼發話比較好啊
3265,之前的卡友不小心刪掉了還可以抽到嗎
3266,想知道低卡的男女比例
3267,想知道什麼時候能抽到男友
3268,變成情侶的機率是多少
3269,想知道什麼時候可以來南部辦活動
3270,每題都想知道
3271,抽到同校的機率多大
3272,唬爛
3273,想知道我傳出去的訊息會回的有多少
3274,真的抽到最後結婚的有幾對
3275,想知道各校的活躍使用人數
3276,玩就很少看狄卡了
3277,好奇抽卡男女比
3278,想知道加一
3279,閃光在哪裡
3280,想知道多少人和自己另一半成為卡友
3281,想問低能卡什麼時候關閉
3282,想知道迪卡內部是怎麼樣哈哈哈
3283,迪卡迪卡帥哥有多少
3284,愛心數是第一個留言數是第三個
3285,好奇成為朋友機率
3286,好奇配對方式
3287,想請問小編還在嗎
3288,想知道卡友為什麼都抽到同校
3289,想知道抽到閃光的機率
3290,男女開卡比率如何呢
3291,想知道低卡多少人被告過
3292,為啥會抽到同性
3293,想知道到底有幾篇文章變成了新聞呢
3294,使用者的年齡分佈
3295,哇你認識的人應該蠻多的
3296,想知道
3297,想知道與五月天的淵源
3298,我辦卡年到現在都沒有一個卡友
3299,想知道當初很會河河的那位現在還在工作嗎
3300,為什麼抽到的卡友都是女生呢
3301,好奇上次的禮物中獎機率多少
3302,有多少人不抽卡
3303,第一句說嗨的人一定很多啦我直接放到最近的困擾那邊了拜託別再說嗨了
3304,想知道男朋友什麼時候會出現
3305,想知道為什麼會被罵低能卡
3306,這裡
3307,因為抽卡而獲得閃光的
3308,所以我說我的女朋友在哪
3309,想知道西斯版有沒有騙人
3310,想知道使用的男女比多少
3311,我也素
3312,抽想知道到同班同學的機率
3313,有多少人在用
3314,好奇成功交往的機率
3315,想知道抽卡抽到男生跟女生的機率是多少
3316,想知道為什麼抽同性都不會接受邀請勒
3317,我抽到的顏值都讓我直搖頭
3318,想知道小編面試的心路歷程之前應徵沒上
3319,先卡一波
3320,加一
3321,為什麼別人都能抽卡抽到閃光我連一個互相看對眼的都沒有
3322,嗨
3323,都想知道哈哈包括樓上大家的各種有趣的疑惑
3324,好奇抽卡結果跟對小天使許的願完全謀合的機率是多少
3325,想知道如何讓我抽中閃光的
3326,為啥選許願小天使要女生的幣結果隔天後天出來都是男生
3327,為什麼西斯版一堆女的說不挑想約卻不給聯絡方式
3328,為什麼我許願抽女生結果每天都男生許願是不是沒用
3329,男生跟女生個別會按送出邀請的比例是多少男男女女男女成功成為卡友的比例各別為多少
3330,想知道使用迪卡的男女比
3331,想知道目前愛心數最高的五篇文章是哪五篇
3332,沒抽到過
3333,好奇發過最多文章的人是誰最多人按愛心的文又是哪個誰過的問加起來愛心最多誰的照片被檢舉最多次
3334,想知道經營賺很多嗎
3335,想知道還有多少已經畢業的人還再抽卡
3336,想知道特殊姓氏前十名
3337,可以借我塊嗎
3338,想知道使用者有多人不是大學生
3339,某些文章被刪除是因為收買員工嗎
3340,卡友成為男女朋友的機率多少
3341,請問什麼時候才能把屁股回來
3342,為何低能卡總是雙重標準戰學店要被刪文不用被刪前陣子美妝購物糾紛是在刪身體健康的
3343,好奇如果會員為奇數的時候怎麼抽卡
3344,想知道年齡分佈
3345,想知道抽到姊姊的機率
3346,想知道抽卡時卡友最常送出的第一句話是什麼
3347,抽到帥哥的機率有多少
3348,好奇還有在使用抽卡的人到底還有多少人
3349,好奇為什麼這麼少抽到同性
3350,抽卡後沒被回應的有多少
3351,好奇已經畢業的大學生比例
3352,我什麼時候可以拖魯
3353,想知道抽卡成為好友的人有多少
3354,好奇卡友怎麼變情侶
3355,想知道
3356,我也好奇抽卡互相寄邀請的機率是多少
3357,真的有同感
3358,想知道能加到好友的機率
3359,我想知道邊緣人與一般人的比例
3360,想知道卡友抽到的第一句話是什麼
3361,設定小天使到底有沒有用
3362,每天檢舉的總次數有多少你們真的會一一審查嗎
3363,請問什麼時候才會收到邀請
3364,抽卡互相寄邀請的機率
3365,請問閃光的機率
3366,想了解抽到閃光機率
3367,能交往都是緣分唄
3368,使用人數
3369,想知道跟五月天的關係
3370,想知道我的閃光在哪裡
3371,想知道抽卡變情侶的有多少
3372,抽卡互相寄邀請的機率
3373,想知道小天使是怎麼找人的
3374,什麼時候會沒落
3375,放屁
3376,每天按下好友的有多少人
3377,最近都一直抽到同性的為什麼
3378,想抽閃光加一
3379,女方送出邀請的比例
3380,為什麼大家都想去高空彈跳有可能抽到機器人嗎
3381,什麼都想知道
3382,好奇從抽卡能抽到認識的人的機率
3383,想知道有多少人的自介是認真用心想出來的
3384,我想知道你怎麼把我的閃光配給我的
3385,除了沒有往來的卡友最久會多久才回信
3386,大家都被實驗室騙來留言了這樣果然都會讓人好想回覆啊可惡我也想知道大家第一句都講什麼啊
3387,好奇抽卡跟閃光的關聯性
3388,好奇大家寄出邀請第一句話是什麼
3389,好奇抽到女友的機率是多少
3390,一加一等於
3391,但他們都不回應我
3392,好奇每天的卡友配對是隨機的還是人員精挑細選的
3393,好奇能指定人抽卡嘛
3394,想知道小編有幾個
3395,好奇抽卡交到好友的機率多少
3396,好奇抽中台大正妹機率有多少
3397,想知道沒有人在玩的人有多少
3398,想問我有可能抽到我朋友嗎
3399,每天午夜點時的在線卡友有多少
3400,想知道什麼時候能抽到我的閃光
3401,狄卡的檢舉審核標準到底是怎樣
3402,好奇使用者的年齡範圍
3403,想得到閃光
3404,好奇抽卡不抽卡的人口比例
3405,想知道抽到同月同日生的機率是多少
3406,想知道抽到呱吉阿嘎蔡哥的機率有多少
3407,閃光的機率
3408,想問能抽到同校同系的機率
3409,有些人根本就已經沒在用了想知道配卡友會配到那些已經很久沒用的人嗎
3410,想知道和五月天有什麼淵源
3411,不是幾天沒開卡就不會被列入抽卡名單內嗎所以很久沒開卡的人就不會被抽到這種人有可能很常用狄卡也可能沒有例如我就是很常用狄卡但都不開卡就不會被抽到
3412,想知道持續聊天超過兩年的卡友比率多少
3413,好奇抽到另一半的機率是多少
3414,卡
3415,噢噢原來是這樣啊
3416,為何我都抽好久才配對的到
3417,我到底啥時會抽到我女友
3418,為何許願池許願女生都抽到男生
3419,想知道為什麼會有使用者提出申請就刪除文章的這種糞屎願意
3420,想知道的工作內容
3421,想知道抽卡到底使用率有多少
3422,想知道可以找到閃光的比例
3423,我的名字真是菜市場名呢
3424,想知道抽卡的男女比例
3425,想知道員工有多少人
3426,想知道迪卡的起源
3427,想問問的職員有多少
3428,想知道從來沒抽到卡友的有多少人
3429,想知道卡友第一句話還有加好友後真正變好友的機率
3430,來
3431,想知道每間學校大概有多少人在用
3432,想知道上有多少酸民
3433,我的閃光怎麼一直迷路
3434,想知道抽卡年齡層的分佈
3435,等你啊
3436,我們的聊天內容小編看得到嗎
3437,在交換事情的那邊有多少人說加賴跟
3438,好奇有迪卡但沒在使用迪卡的人有多少
3439,抽到自己同校閃光機率
3440,妳確定你有寄出邀請
3441,好奇在有在抽卡的使用者平均年齡因為每次抽不是已畢業大很多的就是很年輕的新鮮人
3442,好奇真的能加到好友嗎
3443,你好
3444,不露臉會被檢舉
3445,五月天跟的關係真的會抽到閃光嗎
3446,小可愛別擔心救星來囉
3447,想知道抽到異性的機率
3448,同想知道抽卡互邀機率是多少
3449,應該是
3450,好奇午夜點在線的狄卡卡友有多少人
3451,好奇每天都會抽卡的人的比例
3452,抽到女友機率是多少
3453,想知道迪卡發生最大的事是什麼
3454,好奇男女用戶的比例
3455,只對數據有興趣
3456,好奇不許願抽到同性別的機率
3457,可以換個頭像嗎
3458,想知道如何加好友互相邀請成功破的訣竅
3459,想知道抽到同校和別校的比例
3460,好奇抽到同校同系同班機率
3461,想知道抽到同校同系的機率
3462,從卡友變情侶機率有多少呢
3463,能不能知道對方有沒有開卡啊
3464,好奇真的可以幫忙求到姻緣嗎
3465,如果對方把刪除我們配對還會配到對方嗎感覺一堆幽靈人口
3466,好奇每天抽卡的機率是多少
3467,我幾乎沒配對到
3468,想知道抽卡的邏輯
3469,好想抽到同校的喔
3470,好奇小天使是如何幫我們實現願望的呢他都怎麼找人呢
3471,低卡小編是誰
3472,想知道抽到同校好還是不同校好
3473,抽卡是怎麼配對的
3474,我想知道遇到自己認識的人機率有多少這樣可能也要做的問卷之類的有點難度哈哈哈
3475,想知道狄卡幾歲了
3476,好奇男女比例
3477,想知道如何成為工作人員然後薪水多少
3478,抽卡對象是如何決定的別跟我說隨機打死我都不相信應該有個大概的公式吧
3479,我比較好奇我第一個卡友在哪裡
3480,答案來
3481,想知道我的留言啥時可以上熱門
3482,的主要收入是什麼
3483,一直都抽到同性上留言的女生都是機器人嗎
3484,抽到同班同學機率多大
3485,不要抽到同校的機率有多高
3486,營運收入是怎麼來的
3487,好奇抽卡的目的是交友還是交男女朋友
3488,上有多少人瞞著另一半跟卡友曖昧
3489,抽卡繼續聊天的頻繁度
3490,還有多少人會抽卡
3491,想知道跟五月天的關係
3492,在線卡友有多少人我比較想知道
3493,感覺沒什麼人在看抽卡
3494,用這一輩子的時間是否抽的到女也
3495,想知道有多少人抽到自己
3496,卡友成為情侶的機率有多少
3497,想知道要怎麼聊才有機會互加
3498,每次開卡卡友都只打嗨只是想充數嗎爛竽應該也充不了數吧
3499,好奇創作文的比例是多少各種廢文
3500,想知道機率
3501,好奇真的走入婚姻的有幾對
3502,想知道抽到認識的人的機率這有辦法知道嗎哈哈
3503,一個人去現場排隊會不會很孤單
3504,想知道收入來源
3505,想知道小編的秘密
3506,我只想知道為什麼我抽到同校的機率會那麼高
3507,好奇女生多還是男生多
3508,學校配對是怎麼決定
3509,想知道中央大學的使用者在卡比例是多少為啥我天就能抽一個中大的同學
3510,想知道上同性別寄送邀請的比率比較高還是異性寄送邀請的比率比較高
3511,想學
3512,想知道連署開版的成功率有多少檢舉文章回文的成功是何種判定要多人檢舉才算抽卡許願幣可以顯示滿足條件的成功率嗎低卡上男女使用者年齡分佈不分性別來說低卡使用者平均年齡是多少
3513,加不成卡友是正常的嗎
3514,想找到閃光啦嗚嗚嗚
3515,被拒絕的比例有多高
3516,想知道大家成為卡友的機率是多少
3517,騙人為什麼對方都不願意對我按交友邀請
3518,想知道上有多少人成為情侶
3519,想知道遇到同系女生機率要多高
3520,比較想知道何時可以選擇性向作為抽卡友的抉擇
3521,最多讚的文章是什麼
3522,好奇卡友聊天破一個月的機率
3523,想知道抽到異性的機率是多少
3524,想知道你不是我閃光幹嘛要叫閃光誤
3525,低卡哪個大學的人最多
3526,干我闢室
3527,我有超過一個月欸
3528,想知道跟五月天的關係
3529,好奇男友什麼時候才會跟我一起看迪卡
3530,神秘小禮物是什麼
3531,想知道最高齡使用者哈哈
3532,遇到相同學校的機會
3533,互相抽到同名同姓又同天生日的人機率多少
3534,好奇有多少媒體在卡上找新聞
3535,有超過一年了也變成好朋友了
3536,好奇加好友的第一句話
3537,第一句只打表情符號的有多少
3538,是不是都是男生
3539,想知道抽卡友的配對機制是怎麼用的有什麼比率嗎例如某個點同時在線的會抽到對方之類的
3540,平均大概有多少人會天天抽卡
3541,抽到異性的機率有多少
3542,有多少卡友聊天持續年以上
3543,上榜了
3544,可以的話真的太棒了
3545,想知道小天使是真的有認真在幫我找卡友嗎
3546,想知道成為卡友的機率
3547,想要知道大家是抽多少次之後抽到自己的男女朋友的
3548,想知道卡友真的錯過就沒有了嗎哈哈哈哈哈哈
3549,這個不錯哈哈我相反是男友
3550,我是天阿留言這麼多你竟然有認真看
3551,現在沒落了以前加了好多人也有約到一個
3552,想知道哪間大學最多人使用
3553,女朋友在哪裡這種的可以發問嗎
3554,想知道每天各個版上的發文頻率
3555,好奇迪卡單方面寄邀請的機率
3556,想知道卡友成為朋友或情侶的比率
3557,想知道抽卡互相加好友的機率
3558,想知道卡友成為朋友或情侶的比率
3559,好奇抽卡異性互寄邀請機率
3560,好奇為什麼已經請小天使找女同學卻怎麼抽都是男生
3561,推
3562,哈囉
3563,想知道要怎麼進入工作
3564,跟五月天的關係
3565,想知道哪種主題的文章最常上熱門
3566,永遠不會有人要加好友請問何時要廢掉這沒意義的教友系統
3567,什麼抽的到異性
3568,想知道多少人的自介都想挑戰高空彈跳
3569,想知道卡友成為男女朋友的機率
3570,有史以來愛心最多的文章前名是哪些
3571,想知道什麼時候停止營運嘻嘻
3572,我就問妳我的女朋友呢
3573,想知道跟五月天的關係
3574,想知道如何認識卡友
3575,想知道跟五月天的淵源
3576,對方真的還有再用嗎
3577,低卡上的熱門通常都是分享給朋友才爆紅的嗎
3578,想知道小天使到底會不會做事
3579,想知道抽卡未來能不能指定異性
3580,我很想知道抽到呱吉的機率是多少
3581,想知道迪卡上架後第一個文章是什麼內容
3582,抽到自己好友的機率是多少
3583,想知道幕後小編有多少人在努力
3584,想知道跟五月天的淵源
3585,好奇在一起又分手
3586,每次都抽到女生一年才看到個男生的比率太誇張
3587,想知道我為什麼很常抽到同校同學
3588,想瞭解
3589,好奇只聊過加好友那次的比率有多少
3590,我覺得跟小天使許願沒有用都抽不到同系的啊
3591,我還會單身多久
3592,最一開始的理念是是嗎
3593,想知道上的酸民有多少
3594,抽
3595,我好想抽到我的閃光請問抽到閃光的機率多少
3596,到畢業前除了草地老闆以外能獲得其他卡友的機率是多少
3597,現在有多少人還在抽卡
3598,想知道跟五月天的淵源
3599,我也好奇抽卡機率是多少至少我用了一年多每天都抽但機率只能用微積分去運算趨近於零錯了根本就是零呵呵可能我比較非洲吧
3600,你是誰哈哈哈
3601,為什麼一直抽到同性
3602,好奇因為分手的情侶有幾對
3603,我的男友呢
3604,抽到朋友的機率
3605,想知道狄卡有哪些網紅在用
3606,想知道目前為止最熱門的一篇文章或討論度最高的卡稱是誰
3607,你知道你是我想的對象嗎
3608,請問給抽卡小天使開指定的條件命中的機率有多少包括二三個條件的
3609,想知道抽帥哥機率
3610,到現在註冊的人有多少
3611,想問卡友的回信紀錄間隔最長是多久啊可以的話想撇除新年快樂這種的訊息
3612,我想知道我的抽卡功能是不是壞了
3613,的真正創立契機是什麼
3614,抽卡後成功交往的機率有多少呢
3615,為什麼明明禁止交換個人資料卻允許文章內放個人社群網站的連結為什麼明明禁止交換個人資料卻允許文章內放個人社群網站的連結為什麼明明禁止交換個人資料卻允許文章內放個人社群網站的連結
3616,想知道抽到在國外讀書的男友機率多少
3617,有多少員工各部門有多少員工
3618,雖然不知道是不是最久的但這樣應該算很久了吧
3619,每分鐘有多少中央大學的用
3620,想知道男生填喜愛國家是日本的佔比是百分之幾目前抽十張有九張說喜歡日本的男生我一律不邀請是有多淪陷
3621,我想知道常常言語攻擊人的為什麼不會被停權比如說反同輔大哥
3622,會一直聊天沒有斷的機率是多少
3623,想知道上第一篇文的類型和內容不是工作人員的
3624,給我冷知識
3625,如何抽到我家閃光一直抽到同校的
3626,想問有多少人沒抽卡過哈哈哈
3627,抽卡時卡友最常送出的第一句話是什麼呢
3628,低能卡什麼時候會倒
3629,抽到我女友的機率是多少阿我沒女友
3630,單身的女子報到閃光的機率多少
3631,想知道我發送多少個好友邀請成功幾個可略失敗幾個想知道多少人對我發送好友邀請我有幾個接收到可略幾個沒接收到
3632,想知道每一篇熱門又多少篇會破留言
3633,抽卡友是先從哪個相關條件來決定的
3634,我有沒有可能在迪卡上面有豔遇
3635,抽到同性的都是因為特別指定的嗎
3636,想知道想知道會依興趣配對嗎
3637,如何抽到女朋友
3638,迪卡花了多久時間創出來的
3639,想知道可以設定過去發過的一些文章只能自己看到嗎
3640,真的能閃光嗎
3641,想知道男女比例
3642,不是加了之後才看的到第一句話嗎
3643,想知道有多少邊緣人
3644,我的女朋友迷路了可以幫我尋找一下嗎
3645,想知道跟五月天有什麼關係
3646,我什麼時候可以閃光
3647,平均停留在抽卡畫面有多久
3648,想知道假帳號有多少
3649,想知道抽到同校同系同屆女生的機率是多少
3650,想知道有用的人中有多少人會每天抽卡
3651,學校負責人是怎麼選的
3652,想知道裡面的第一篇廢文版文章是什麼
3653,我要抽紀帆
3654,回覆的頻率多高呢跟五月天的淵源是什麼
3655,想知道抽卡機制是完全隨機嗎
3656,想知道使用小天使許願會不會增加抽到特定對象的機率
3657,想知道我女友到底在氣我什麼
3658,想知道這個程式是何時創造的
3659,抽到認識的人機率會有多少哈哈哈哈哈
3660,卡友成為情侶的機率
3661,你們是不是很怕事只要有人玻璃心碎滿地跑去申訴不管事實如何就一定會刪文看哪個文章不爽去申訴就可以把文章拿下嗎申訴功能是給那些智障腦殘的人濫用的嗎還有你們是不是有垃圾訟棍去告按愛心的人公然侮辱也會提供資料給警方
3662,廢文板文章的數量是閒聊板的幾倍
3663,想知道低卡的酸民有多少
3664,想問在迪卡工作的平均薪資
3665,想知道已經畢業年齡層的人口數有多少呢
3666,想了解更多
3667,怎樣上熱門
3668,我跟閃光就是卡友飄走
3669,想成為員工要什麼門檻
3670,好奇到上發文大家的原因
3671,抽卡可不可以有選校名
3672,抽到重複的人機率多少
3673,抽卡比率是不是比往年降低很多
3674,抽卡配對成功機率是多少呢
3675,那些不回信的好友有多少是了我想知道有多少人是不想回信才裝死
3676,說閃光怎麼自肥
3677,第一句說安安的有多少人
3678,會有人約炮嗎
3679,卡友刪除再抽中的機率有多少
3680,好奇
3681,留學生的校版啊啊啊怒吼
3682,我想知道結婚完又離婚的有多少
3683,的好友配對率有多少
3684,抽到認識的人的機率是多少
3685,想知道重來沒收到好友邀請的機率
3686,完全沒卡友的有多少例如我
3687,原來和五月天有淵源
3688,在這
3689,好奇上讚數最多的文章是哪篇
3690,每個學校每人平均一天花多少時間在
3691,想知道男女朋友互抽的機率
3692,想問閃光小編的想問閃光有沒有閃光
3693,想知道小編真的會看完每個留言嗎看完全部留言要出動幾個小編
3694,想知道卡廢文率
3695,總共有幾間大學
3696,是我太醜還是根本沒人玩為什麼都沒人回我
3697,想知道上熱門文章被檢舉的機率是多少
3698,交到女朋友機率有多少
3699,想知道狄卡和五月天的關係
3700,雙主修的人有多少輔系有多少順利畢業沒有延畢的有多少
3701,想知道西斯版什麼時候變約炮版的
3702,抽卡後交換賴的機率是多少
3703,抽卡跟本人真正見面的機率是多少
3704,好奇為什麼你們要趕走創辦人
3705,想知道登入及未登入的使用者總共多少人
3706,名字列上方區塊的顏色是不是很大機率會跟著照片衣服顏色走可可惡我自己居然是最普通的那種深藍黑
3707,在成功互加成卡友後會繼續聊天的比率
3708,互加好友後大家回覆的頻率大概多久
3709,想知道為什麼低卡的幻想文這麼多
3710,抽到女生的機率要怎麼增加
3711,怎樣才能當小編
3712,我現在射了的機率有多高
3713,午夜點在線人數多少
3714,我只好奇為什麼兩年不間斷的送出抽卡交友邀請到現在一個卡友都還沒有是我長太醜嗎
3715,想知道迪卡成功成為卡友且仍然聯絡的有多少
3716,想知道小天使目前有多少位
3717,你們看得到每天幾個卡友約炮嗎
3718,妳想約嗎
3719,來啊
3720,你什麼校區什麼系長怎樣
3721,好奇低卡一天最多文章是多少
3722,通知老是修不好的時間有多長
3723,想知道下一期的樂透號碼相信有錢就能買到真愛
3724,一中街校區學校超小
3725,不是問你啦
3726,為什麼檢舉制度這麼效果不彰
3727,為什麼會有那麼多創作文的第一篇創作文是哪一篇
3728,想知道迪卡上創作文的比例
3729,好奇國立私立和國外學校卡友男女比例
3730,想知道文章被檢舉成功的機率
3731,想知道抽卡後成功朋友有在持續聊天的有幾
3732,想知道到底要怎麼樣才能抽到異性同學
3733,為什麼我卡友都這麼醜
3734,想知道官方活動的留言數大約多少參加率又多少
3735,要怎樣才能閃光
3736,為什麼檢舉那些違反規定的留言都不會被刪除
3737,想知道有多少人在狄卡上交換個資
3738,的非大專院校生到底有多少呀感覺不是記者就是成年酸民
3739,想知道什麼時候可以做想抽異性抽男性的時候我想抽的是同性啊
3740,想知道如何抽到我男友
3741,那妳怎麼還加
3742,男生女生分別換頭貼改自介的頻率
3743,想知道閃光的機率有多高
3744,不用抽我在這呢
3745,想知道什麼時候才會被加好友
3746,因為變成情侶的機率有多少啊
3747,有多少卡友在上面互傳鹹濕照呢
3748,想知道開頭都問什麼
3749,想知道有抽卡跟沒抽卡的使用者比例
3750,只想知道有意義的
3751,我想知道熱門文章是怎麼定義的多久會更新
3752,想要看看以前迪卡的優質文
3753,想知道有人都沒卡友嗎
3754,刪文檢舉理由最高統計是什麼
3755,想知道狄卡全公司有多少人
3756,抽到認識的人的機率有多少我想抽到認識的學長姊
3757,想知道使用的各星座使用比率
3758,要怎麼更改我的卡片自介還是電腦版沒有這個選項
3759,想知道有多少外國學生想知道怎麼確認申請者就是學生證裡的本人想知道因為分手的情侶有幾對
3760,想知道男生抽到男生的機率是多少一個禮拜大概有五天都是男的
3761,我想知道為什麼和五月天有關五迷激動
3762,好奇多少人愛梅花鹿
3763,被退學帳號會被取消嗎
3764,抽卡會再次抽到同一個人嗎
3765,南瓜馬車的午夜換上童話的玻璃鞋我想問五月天有跟低卡收版權費嗎
3766,使用者有多少人
3767,好奇許願幣是否根本沒用
3768,迪卡現在有多少學生加入
3769,為什麼小天使都挑完全相反的人給我不同校不同系同性別
3770,請問缺會計嗎
3771,促成幾對情人
3772,好奇低卡有沒有黑箱作業
3773,我只想知道創辦人怎麼會離開發展成這樣不符合原本的創立宗旨自打臉後營運團隊怎麼調適的
3774,想知道會不會男友抽到我的卡我也可以抽到他的卡哈哈
3775,想知道男女在逛的版平均有哪幾個
3776,最多留言的文章是哪篇
3777,我有抽過認識的人吶
3778,卡
3779,想知道男生抽到女生幾會送出邀請
3780,好奇抽到同月同日生的人機率有多少
3781,想問到底能不能交到所謂的卡友辦帳號年多到現在畢業了還是沒有一個卡友
3782,想問抽到卡友第一句話最常是什麼要傳什麼才有可能加起
3783,領袖社的垃圾智障幹部申訴多少篇批評領袖社的文章
3784,想知道目前最高愛心數的文章是哪個
3785,留言
3786,想問抽到認識的機率是多少
3787,有多少人畢業後還在用有抽卡的
3788,想知道抽中我男朋友的機率
3789,你哪隻眼睛看到我加了
3790,抽到同校女人的機會呢
3791,希望抽到閃光
3792,希望抽到閃光若也是喜歡唱歌和看影片的就好了
3793,好奇大家聊幾個會有一個久聊
3794,想知道真正在成為朋友後有在聊天的機率有多少
3795,平均一天有幾個人把自己的留言刪掉
3796,從有以來的現在人們已經按了多少個愛心
3797,想知道上成功配對的成功率在一起一年以上包括一年
3798,我畢業了還會抽卡欸
3799,有多少垃圾玻璃心去申訴文章
3800,想知道迪卡的小編
3801,想知道卡友們平均都聊多久
3802,我和同班的女生都許願抽到同校同系不同性別已經持續很久了就是抽不到對方
3803,棒喔
3804,把知道的都告訴我
3805,我比較想知道為什麼隔壁鄰居的小孩長得這麼像我
3806,你好
3807,抽中異性的機率有多少
3808,想知道開場白送邀請要怎麼寫然後也想知道我未來的閃光在哪
3809,每天送好友邀請已經超過整整兩個月沒加到好友了這是怎麼了
3810,為卡而卡
3811,我弟叫宗翰可是他沒有帳號
3812,啦啦啦什麼時候才有女朋友
3813,請問讚數最多的前篇文章是哪幾篇呢
3814,想知道許願選擇異性結果迪卡三不五時給你同性有多少人
3815,互相邀請的機率有多高
3816,抽到同校異性的機率
3817,每十秒都一篇低能卡都會產出垃圾文章笑死可悲
3818,我只想知道抽卡第一句要問什麼會讓人留下好印象
3819,我也想知道
3820,好奇創作文有多少
3821,好奇低卡的低能兒怎麼那麼多
3822,好奇低卡有強迫規定要使用表情嗎
3823,為什麼你要叫閃光
3824,能不能禁止發什麼按愛心就脫魯的低能文
3825,不能同意你更多
3826,開頭說哈咯的有幾個
3827,不知道工程師會不會偷看匿名發言的人的個資
3828,想知道哪間學校的人最容易被送出好友邀請
3829,不想再抽到文化卡了來點別的吧
3830,媽的何時才要改掉申訴這個垃圾功能一堆垃圾玻璃心看文章不爽去申訴不用審查都能刪文其他用戶的權益何在
3831,想知道我脫魯的機率
3832,想知道迪卡是不是讓同學校互抽的機率高
3833,好奇是不是真的有很多人閃光
3834,為什麼我都沒抽過亞洲大學男朋友在那邊的說
3835,我
3836,想知道平均每天會有多少人上
3837,有多少領袖社的幹部來複製貼上吹噓領袖社有多屌
3838,卡友交往機率多少甚至結婚機率多少
3839,想知道因為而加有多少個因為自己加了不少也被告白過
3840,有沒有隱藏版方法抽到閃光
3841,人氣最高或留言最高的卡撐是誰
3842,是否有知名明星也有帳號甚至發過文
3843,加最多卡友的人卡友是幾個
3844,卡友平均回覆訊息率是多長
3845,我覺得我卡友超少
3846,一堆人問一些智障問題不愧是低能卡
3847,哇喔咦所以這是迪卡回覆嗎
3848,他們都怎麼跟妳要呢
3849,是這是迪卡
3850,妳是迪卡人員
3851,不是我看起來像嗎
3852,看了和妳的對話誤會了
3853,哇還是我誤會了他的意思你才是對的再看一次突然懂了
3854,有歲以上的在抽卡的嗎有加過人嗎
3855,他們都是先從聊天開始熟了就要
3856,妳不是說卡友嗎沒加應該不算卡友
3857,我也覺得不算
3858,通報好像有人對這篇文章有新想法唷快來去看看
3859,昂昂
3860,那個可不可以不要讓我抽到已經有女友的男生的卡啊
3861,等你抽到我
3862,哈哈哈哈哈跟我一樣
3863,我也想都女生
3864,我想報名
3865,但我要男生阿
3866,我已經抽到男生天了
3867,今天生日的我可以求個閃光嗎
3868,求抽到一個男生能聊天當閃光的男紙
3869,等我
3870,生日快樂好我等你
3871,成功你就可以發文哈哈
3872,可以希望能如此順利
3873,沒關係我也抽了好幾天女生打開都不期待了
3874,謝謝妳一起等個閃光
3875,好啊
3876,不要讓我一直抽到男生拜託拜託感謝再感謝
3877,有多少領袖社的幹部來複製貼上吹噓領袖社有多屌
3878,可不可以封鎖低能的字眼就有能不懂怎麼避免看到他們不想看到的文章
3879,敲碗期待
3880,那代表我們之間的緣分已經快到了妳等著我吧
3881,我會被抽中參加嗎
3882,想參加什麼
3883,我我我票都搶好了
3884,應該要頒全勤獎給我們
3885,我去年也有去那個球池真的超多人的
3886,這是什麼活動
3887,應該說每個地方都很多人你今年也會去嗎
3888,這是的實體活動喔
3889,所以今年沒有草地也沒有什麼棉花糖機
3890,今年是午夜實驗室啊應該也會有吃的但不知道是什麼
3891,哦喔所以是在室內嗎行前通知函叫我要帶陽傘或帽子以及開水
3892,號
3893,是在室內喔但人很多需要在外面排隊所以還是要撐傘比較好去年太陽滿大的耶同一天擊掌
3894,全室內嗎怕曬黑
3895,去年攤位都在室內喔只是要在外面排隊進場
3896,去年我也有去但進不去
3897,那你今年有報成功嗎
3898,你幾點
3899,我也是參加年的捏哈哈哈要不要來找我玩阿粉
3900,我們不見不散那你今年會來粉紅團長嗎
3901,捕捉粉紅團長
3902,嗨閃光我本倫喔希望號能見到閃光本人
3903,號
3904,我也場的
3905,我也是連續參加兩年的不過今年只有一個人去邊緣
3906,別膽心你有我們
3907,覺得感動
3908,哈哈去年沒跟到今年讓我們脫離邊緣去年好玩嗎
3909,去年的覺得還不錯不過在外面排隊很熱不過工作人員有送水跟金莎覺得很暖
3910,很囂張
3911,被當廢版了哈哈話說我覺得廢版文章洗太快了
3912,說變成那呢哈哈
3913,唉敏感話題大爆炸
3914,妳真的是幹話王誒
3915,頭香
3916,我來第二香
3917,歡迎大家來參加唷來相遇相見
3918,我的頭香呢
3919,搶不到頭香了
3920,粉紅團長出現了
3921,都歡迎啊
3922,佩佩豬集團
3923,認錯迷路怎麼辦中部上去
3924,一定找的到不行會有路標
3925,簽到
3926,老闆歡迎資工的嗎
3927,只要你來都歡迎
3928,來留言一波介紹很用心
3929,和辦活動一樣的地方嗎最近也是一個偏愛粉紅衣服哈哈
3930,我剛剛看到你露校名了
3931,看錯了吧這不好說
3932,嗨沒錯喔跟辦的地方一樣
3933,謝謝老闆
3934,颱風要來了
3935,我知道希望一切順利
3936,所以排隊的意思是一起排入場嗎
3937,可以啊拜託颱風別來
3938,颱風來火車停駛我就滿辦法去了
3939,不不我的意思是有預約的人可以跟沒預約的一起排隊嗎
3940,我也是要北上參加啊妳沒有票嗎
3941,我訂不到車票
